row;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;Wifi;AC;Beachfront;Garden;Ocean View;Netflix;Pet Friendly;Balcony;Parking;Terrace;Swimming Pool;Mountain View;TV;Lake View;Gym;Breakfast Included;Patio
5045;Oceanfront Tranquility Luxe Modern Retreat;113798537;Lucy;Western Australia;IRWIN;-29.24398;114.91907;Entire home/apt;600;7;4;2023-01-10;0.13;2;333;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0
5046;The Collins;135469675;Rebecca;Western Australia;YORK;-31.89063;116.76776;Entire home/apt;179;2;131;2024-06-23;3.65;1;222;25;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0
5047;The Lodge Yungarra Estate;335542006;SouthWest;Western Australia;BUSSELTON;-33.643333;115.083977;Entire home/apt;880;2;34;2024-06-03;0.97;8;96;12;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0
5048;Salmon Gum;411403699;Lisa;Western Australia;CUNDERDIN;-31.65105;117.00502;Entire home/apt;135;1;31;2024-06-15;0.9;4;327;10;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0
5049;York Gum;411403699;Lisa;Western Australia;CUNDERDIN;-31.6517;117.00062;Entire home/apt;135;1;25;2024-06-16;0.73;4;330;9;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
5050;Sunrise House;411414595;Connie;Western Australia;ALBANY;-35.062744;117.869522;Entire home/apt;341;3;9;2023-10-09;0.26;1;251;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
5051;Kibanda  Beautiful private cabin close to town;33161427;Dee;Western Australia;AUGUSTA-MARGARET RIVER;-33.9434;115.0631;Entire home/apt;207;2;160;2024-06-23;4.51;1;131;62;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0
5052;Busselton Farmhouse;188667181;Jenny;Western Australia;BUSSELTON;-33.70088;115.35378;Entire home/apt;200;3;18;2024-02-18;0.51;2;265;9;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0
5053;Spa Retreat with Balcony U3 Family Resort;76536400;Julie;Western Australia;MANDURAH;-32.52417;115.72521;Entire home/apt;167;2;72;2024-04-29;2.18;5;345;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5054;Boronia Bungalow 3x1;98388145;Ray White;Western Australia;DANDARAGAN;-30.31743;115.03023;Entire home/apt;210;1;6;2023-04-17;0.18;19;183;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0
5055;Vintage Lamington Beauty with Indoor Fireplace;412147402;Lisa;Western Australia;KALGOORLIE-BOULDER;-30.73511;121.46504;Entire home/apt;530;2;9;2022-02-28;0.26;3;155;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0
5056;Charming 4 bedroom home close to beach;176095359;Kelly;Western Australia;STIRLING;-31.88599;115.77616;Entire home/apt;400;8;2;2022-06-06;0.08;1;362;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
5057;Luigis Place  sleeps six in comfort;90752340;Fiona;Western Australia;NORTHAM;-31.64863;116.67691;Entire home/apt;150;1;148;2024-06-11;4.29;1;314;49;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1
5058;Lovely 2 bdr apt 100M from Cottesloe Beach;11031354;Janine;Western Australia;COTTESLOE;-31.995154886308768;115.75331182272517;Entire home/apt;165;31;13;2024-04-19;0.38;1;87;4;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0
5059;adorable 1 bed flat amongst gardens in Esperance;163744570;Laura;Western Australia;ESPERANCE;-33.86587;121.87973;Entire home/apt;175;7;40;2024-03-30;1.84;1;29;18;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0
5060;City and lakeside resort Pool free parking  gym;75626413;Brent;Western Australia;PERTH;-31.95619;115.84659;Entire home/apt;111;2;108;2024-06-25;3.02;4;252;31;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
5061;Central 3 brm home with pool EV Charger  WiFi;8398865;Naomi;Western Australia;BUSSELTON;-33.65275;115.35012;Entire home/apt;200;2;85;2024-06-13;2.55;1;173;34;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5062;Ironclad Apartment  Secure  Private;44217443;Georgia;Western Australia;BROOME;-17.96785;122.2214;Entire home/apt;400;2;23;2023-08-30;0.86;3;37;8;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1
5063;Abbys Beach Villa  Busselton;410746134;Richard;Western Australia;BUSSELTON;-33.65996;115.28013;Entire home/apt;325;2;33;2024-06-19;0.98;1;290;9;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0
5064;Deluxe 2 Bedroom Ground Floor Apartment by Nautica;412604971;Ben;Western Australia;JOONDALUP;-31.82535;115.7385;Entire home/apt;268;2;24;2024-01-02;0.72;19;195;2;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1
5065;Newly Renovated Spacious Room with Bathroom;5230836;Bob;Western Australia;COCKBURN;-32.16343;115.85315;Private room;66;2;27;2024-06-19;1.17;2;164;15;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0
5066;Cottage 2 Yungarra Estate;335542006;SouthWest;Western Australia;BUSSELTON;-33.641682;115.085915;Entire home/apt;350;2;3;2024-02-12;0.1;8;137;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0
5067;Light and bright modern studio;24629876;Laura;Western Australia;AUGUSTA-MARGARET RIVER;-33.96276;115.08499;Entire home/apt;110;1;200;2024-05-20;5.81;1;160;61;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1
5068;734 apartment 2 bedroom and 2 bathroom sleeps 4;218732909;Etienne;Western Australia;AUGUSTA-MARGARET RIVER;-33.94843;115.07481;Entire home/apt;290;2;25;2023-07-10;0.75;1;261;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0
5069;Beautiful two story home for every family;84151151;Luke;Western Australia;VICTORIA PARK;-31.98259;115.92372;Entire home/apt;380;3;83;2024-06-01;2.35;3;268;26;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0
5070;Dawesville family retreat;61929535;Lundy;Western Australia;MANDURAH;-32.63363;115.63579;Entire home/apt;240;2;45;2024-06-03;1.27;1;300;4;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0
5071;Forest Getaway  walk to Margaret River town  NEW;39887389;Carolyn;Western Australia;AUGUSTA-MARGARET RIVER;-33.9472;115.07648;Entire home/apt;565;2;85;2024-06-09;2.47;32;251;27;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1
5072;Rivervale Retreat Spacious Family Living;528443659;Seth;Western Australia;BELMONT;-31.95624;115.91391;Entire home/apt;293;1;107;2024-04-01;3.0;15;225;32;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0
5073;Sunset Beachside Apartment;21153127;Samantha;Western Australia;MANDURAH;-32.52135;115.70164;Entire home/apt;143;2;111;2024-05-27;3.14;1;287;37;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0
5074;Balkana;98388145;Ray White;Western Australia;DANDARAGAN;-30.31821;115.03305;Entire home/apt;240;1;17;2024-05-20;0.5;19;308;5;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0
5075;Sea La Vie II  Glamping at Ningaloo  Caravan;32236494;Sascha;Western Australia;EXMOUTH;-21.91991;114.11759;Entire home/apt;173;4;27;2024-06-03;0.79;4;292;7;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
5076;The Mango Shack 1bedroom guesthouse pool access;132586966;Judith & Alan;Western Australia;BROOME;-17.93216;122.22162;Entire home/apt;190;3;2;2021-10-05;0.06;3;246;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1
5077;Bakers Hill Giddy Up Selfcontained Accommodation;25211222;Fiona;Western Australia;NORTHAM;-31.7336;116.44829;Entire home/apt;108;1;145;2024-06-25;4.1;1;161;44;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
5078;Beachside house 1 Min to beach;35172653;Bradley;Western Australia;ROCKINGHAM;-32.30185;115.70504;Entire home/apt;170;2;120;2024-06-21;3.41;1;282;51;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
5079;Cove House;47299541;Barb;Western Australia;GREATER GERALDTON;-28.66673;114.61705;Entire home/apt;400;2;32;2024-03-31;1.04;2;106;5;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1
5080;Standard Ground Floor Apartment by Nautica;412604971;Ben;Western Australia;JOONDALUP;-31.82512;115.7392;Entire home/apt;257;2;14;2023-11-06;0.45;19;181;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
5081;1st  2nd Floor Apartments by Nautica;412604971;Ben;Western Australia;JOONDALUP;-31.82625;115.7382;Entire home/apt;254;2;66;2024-06-23;1.92;19;185;18;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0
5082;River and ocean views luxury art chefs kitchen;22969406;Judith;Western Australia;AUGUSTA-MARGARET RIVER;-34.317449441068995;115.15908979465596;Entire home/apt;457;3;4;2024-06-03;1.4;2;352;4;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
5083;Sunshine at Rosalie  1BRM Unit with Parking;17579312;Sharon;Western Australia;SUBIACO;-31.96114;115.82044;Entire home/apt;120;3;33;2024-06-01;1.03;11;75;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5084;Seaview house;404612138;Mildred;Western Australia;BUSSELTON;-33.60029;115.44097;Entire home/apt;250;1;65;2023-04-23;1.83;1;127;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1
5085;Heartbeat Retreat  Luxury Estate with Gym  Sauna;44337283;Maggie;Western Australia;BUSSELTON;-33.63609;115.08013;Entire home/apt;1260;3;23;2024-04-22;0.66;1;97;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5086;The Executive Ground Floor Self Contained Holida;98388145;Ray White;Western Australia;DANDARAGAN;-30.29602;115.04922;Entire home/apt;235;1;11;2023-01-04;0.34;19;363;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1
5087;Villa Manakoora  Relaxing 3 bedroom Holiday Home;342006463;Donna;Western Australia;EXMOUTH;-21.93427;114.11956;Entire home/apt;301;4;25;2024-05-04;0.71;1;284;5;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0
5088;Millars By The Lake;55098058;Jade;Western Australia;MANJIMUP;-34.43291;116.25183;Entire home/apt;219;2;130;2024-05-31;3.79;1;113;38;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0
5089;Kallaroo Pool House;73924600;Alice;Western Australia;JOONDALUP;-31.78684;115.75435;Entire home/apt;150;27;19;2023-08-31;0.7;1;239;2;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0
5090;Historic Cowalla Homestead Farmstay;88366360;Chloe;Western Australia;GINGIN;-31.0547;115.56446;Entire home/apt;250;2;17;2024-06-16;0.51;1;337;14;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1
5091;XYZ Holiday Home;235809812;Luxury Breaks;Western Australia;BUSSELTON;-33.63603;115.15422;Entire home/apt;764;1;29;2024-06-04;0.87;43;214;5;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0
5092;Spacious New YorkStyle Loft with Balcony;528443659;Seth;Western Australia;PERTH;-31.9465;115.83986;Entire home/apt;160;2;82;2024-04-26;2.36;15;214;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5093;Quiet spacious real home in Art Deco Mt Lawley;696762;Sharon;Western Australia;VINCENT;-31.93329;115.86992;Entire home/apt;99;5;16;2024-03-04;0.48;2;24;10;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1
5094;DESIGNER treetop view apartment;271459468;Brad;Western Australia;SOUTH PERTH;-31.97786;115.85639;Entire home/apt;250;3;130;2024-06-20;3.83;1;98;39;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0
5095;Lucys Place  Beautiful renovated home central;255245432;Mark;Western Australia;ALBANY;-35.00897;117.86892;Entire home/apt;386;2;89;2024-06-10;2.66;9;201;26;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0
5096;Little Birdhouse Retreat  Serenity in the Forest;29154982;Janet;Western Australia;MUNDARING;-31.90506;116.14084;Entire home/apt;180;1;195;2024-06-11;6.93;2;348;78;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0
5097;Seafront Estate Unit 22;414080347;Vicky;Western Australia;DANDARAGAN;-30.301125;115.03978;Entire home/apt;254;2;12;2024-06-03;0.45;2;365;6;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1
5098;Central 3 bedroom apartment with panoramic views;414073036;David;Western Australia;GREATER GERALDTON;-28.77255;114.61433;Entire home/apt;190;1;368;2024-06-03;10.75;1;1;90;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1
5099;Jalbarragup  cabins;106230092;Mary;Western Australia;NANNUP;-34.04374;115.59909;Entire home/apt;100;1;74;2024-06-23;2.1;6;356;21;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0
5100;Subiaco Rooftop Terrace  Executive Escapes;34477031;Executive Escapes;Western Australia;CAMBRIDGE;-31.94131;115.82453;Entire home/apt;216;1;29;2024-06-20;0.92;56;245;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5101;Istana Melville Perth  Brand New Sparkling Gem;86822512;Shirley;Western Australia;MELVILLE;-32.04172;115.80426;Entire home/apt;282;4;47;2024-06-15;1.39;3;288;13;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0
5102;Dome with River Views;278419116;Julie;Western Australia;NANNUP;-33.97677;115.76914;Entire home/apt;119;2;27;2024-05-12;0.77;14;157;7;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0
5103;The Treehouse  At Finch  Willow;5030787;Deanne;Western Australia;BRIDGETOWN-GREENBUSHES;-33.949539;116.178107;Entire home/apt;160;2;24;2024-06-17;2.48;1;160;24;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0
5104;Private Room in a Duplex Apparment;288376055;Anirudh;Western Australia;PERTH;-31.95906;115.87442;Private room;90;10;24;2023-01-05;0.85;1;329;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0
5105;Cardawarrah Family Friendly Home;73686458;Country Values;Western Australia;GINGIN;-31.2764;115.44657;Entire home/apt;319;2;3;2022-11-13;0.09;70;302;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1
5106;Coastal Pine;73686458;Country Values;Western Australia;GINGIN;-31.34698198208145;115.4964653998187;Entire home/apt;410;2;6;2024-04-01;0.21;70;314;2;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0
5107;Ponderosa  Dunes right on you doorstep;73686458;Country Values;Western Australia;GINGIN;-31.00565927920631;115.32752936326324;Entire home/apt;319;2;2;2024-04-01;0.4;70;354;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
5108;Mansfield Cottage;85452966;Natasha;Western Australia;YORK;-31.88093;116.75528;Entire home/apt;241;2;113;2024-06-17;3.2;4;316;45;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1
5109;Wake up in wine country;81195781;Bianca;Western Australia;PLANTAGENET;-34.68666;117.61797;Entire home/apt;167;2;91;2024-06-14;4.98;1;114;58;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0
5110;Maggies Beach House  Unit 56 Cape View Resort;40750914;DownSouth;Western Australia;BUSSELTON;-33.65867;115.26858;Entire home/apt;347;2;39;2024-04-01;1.1;59;310;9;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0
5111;Blue Oasis;86613607;Thorp Realty;Western Australia;ESPERANCE;-33.85511;121.89827;Entire home/apt;192;3;37;2024-06-03;1.11;23;178;10;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
5112;Welcoming 01 bedroom for a female;331000775;Madawa;Western Australia;VINCENT;-31.91479;115.82363;Private room;60;1;21;2024-01-28;1.0;1;268;13;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
5113;Beautiful 4 bedroom beachside villa in Yallingup;75309975;John And Nicky;Western Australia;BUSSELTON;-33.63947;115.02721;Entire home/apt;350;2;117;2024-06-10;3.31;1;255;32;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0
5114;Coral vine Rammed earth cottage;63428318;Inger;Western Australia;MANJIMUP;-34.50947570800781;115.99539947509766;Entire home/apt;186;2;67;2024-06-25;2.33;2;224;27;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0
5115;Hip Nautic where the bush meets the sea;173146469;Lana;Western Australia;GINGIN;-31.09955;115.37702;Entire home/apt;400;2;35;2024-04-01;0.99;28;267;5;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0
5116;Mandurah Penthouse by The Sea;396566314;Ben Hayley Napakorn;Western Australia;MANDURAH;-32.52263;115.71969;Entire home/apt;340;2;30;2024-04-13;0.9;12;63;3;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0
5117;The Bach on Blue Beachside holiday memories;177806886;Dan;Western Australia;BUSSELTON;-33.6567;115.31118;Entire home/apt;322;3;63;2024-05-06;1.88;1;314;21;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
5118;WANDENE Homestead is a 6 bedroom home on 55 acres;156970925;Michelle;Western Australia;DONNYBROOK-BALINGUP;-33.77895;116.04369;Entire home/apt;240;2;42;2024-04-07;1.2;28;73;9;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1
5119;Sea Side Villa 101  Mandurah;9822545;Mandurah;Western Australia;MANDURAH;-32.52238;115.71995;Entire home/apt;293;2;8;2024-05-19;0.53;19;203;5;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
5120;Seaside Sorrento Beach Studio Near a Marina;134447668;Lisa;Western Australia;JOONDALUP;-31.82472;115.74424;Entire home/apt;170;1;92;2024-06-23;2.76;1;358;45;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
5121;Salt  Soul Beach Shack;86613607;Thorp Realty;Western Australia;ESPERANCE;-33.85437;121.89886;Entire home/apt;202;2;48;2024-06-04;1.43;23;166;8;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0
5122;Talbot Lodge;85452966;Natasha;Western Australia;YORK;-32.00477;116.68184;Entire home/apt;457;2;25;2024-06-19;0.73;4;143;9;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1
5123;Cityside Charmer 3BRWiFiYardParkingOptus Stdm;96911447;Emma;Western Australia;VICTORIA PARK;-31.96776;115.90516;Entire home/apt;205;2;94;2024-06-19;2.81;1;2;39;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5124;46 Hay St Hideaway Central 2BRparking;157230313;Sarah;Western Australia;PERTH;-31.9583;115.87408;Entire home/apt;187;3;64;2024-06-11;1.9;54;356;31;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5125;The Haven  Close to Murdoch Hospitals;416220707;George;Western Australia;MELVILLE;-32.06254;115.84767;Entire home/apt;200;2;24;2022-01-08;0.68;1;121;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
5126;Shore 2 please;173146469;Lana;Western Australia;GINGIN;-31.10195;115.37885;Entire home/apt;300;2;23;2024-04-28;0.7;28;347;6;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0
5127;Quiet retreat in a pretty country town;168947623;Kylie;Western Australia;GINGIN;-31.34478;115.92108;Private room;85;1;44;2024-06-16;2.1;1;284;28;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0
5128;Waterside Hideaway;90890856;Barb;Western Australia;MANDURAH;-32.54594;115.72761;Entire home/apt;178;1;52;2024-06-23;2.73;1;80;31;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1
5129;Cosy Oceanside retreat walking distance to the beach cafe and general store;94469481;Kathryn;Western Australia;WAROONA;-32.88462;115.65497;Entire home/apt;214;2;89;2024-06-08;2.91;1;45;40;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1
5130;Studio Apartment;58278563;Manish;Western Australia;KALGOORLIE-BOULDER;-30.75092;121.46777;Private room;232;1;7;2023-04-23;0.2;4;282;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0
5131;Executive Loft Apartment;58278563;Manish;Western Australia;KALGOORLIE-BOULDER;-30.75077;121.46647;Private room;246;1;12;2024-03-24;0.37;4;284;4;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0
5132;Family Spa Apartment;58278563;Manish;Western Australia;KALGOORLIE-BOULDER;-30.75118;121.46648;Private room;268;1;21;2024-05-18;0.62;4;286;10;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
5133;Jalbarragup Cabins;106230092;Mary;Western Australia;NANNUP;-34.04384;115.60077;Entire home/apt;111;1;87;2024-06-23;2.49;6;355;31;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1
5134;Suite 310 Sandcastles 3 Bedroom Deluxe;396566314;Ben Hayley Napakorn;Western Australia;STIRLING;-31.89714;115.75582;Entire home/apt;514;2;63;2024-06-12;1.87;12;49;20;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0
5135;The Bungalow;416245553;Julie;Western Australia;BROOME;-17.9521;122.21424;Private room;175;2;72;2024-06-22;2.1;1;294;18;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0
5136;Roanoke Retreat;103272197;Dunsborough Holiday;Western Australia;BUSSELTON;-33.629825592041016;115.10780334472656;Entire home/apt;431;2;29;2024-03-04;0.9;51;31;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0
5137;Older style FishermansFamily Home Away from Home;416934050;Stacey;Western Australia;EXMOUTH;-21.93567;114.11821;Entire home/apt;316;3;39;2024-05-25;1.12;1;333;12;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0
5138;Dunn Bay Resort 3x Spa Bedroom Luxury Home Midweek;33072439;Brian;Western Australia;BUSSELTON;-33.61443;115.10916;Entire home/apt;598;2;1;2022-12-02;0.05;3;196;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
5139;Dunn Bay Resort 3 x Spa Bedroom Luxury Home Weekly;33072439;Brian;Western Australia;BUSSELTON;-33.61636;115.10886;Entire home/apt;632;2;1;2021-10-18;0.03;3;228;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
5140;Camellia Suite  Marian Ponds;177130191;Marita;Western Australia;DONNYBROOK-BALINGUP;-33.77332;115.98268;Private room;210;2;10;2023-08-27;0.3;2;228;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0
5141;Upstairs on Strickland;194590378;Adam;Western Australia;DENMARK;-34.95938;117.35649;Entire home/apt;160;2;52;2024-06-10;1.52;1;315;11;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
5142;2A SelfContained Studio Apt Vic PkAirportPerth;92610908;Nathan;Western Australia;VICTORIA PARK;-31.99774;115.91007;Entire home/apt;80;2;46;2024-06-07;1.36;7;189;10;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0
5143;Location Location Location Perfect getaway;27672041;Greg;Western Australia;BUSSELTON;-33.61769;115.1079;Entire home/apt;495;2;48;2024-04-14;1.57;1;279;19;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0
5144;On the Beach Unit 45 Geographe Bay Holiday Park;132578883;Shelley;Western Australia;BUSSELTON;-33.65873;115.28182;Entire home/apt;91;2;32;2024-06-03;0.94;21;80;15;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1
5145;The Mains Guest House  1 Bedroom  Farm Stay;221776801;Warren & Carly;Western Australia;CORRIGIN;-32.32893;117.89143;Entire home/apt;200;1;13;2024-05-27;0.58;3;207;6;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0
5146;Perfect Holiday Unit 91 Geographe Bay Holiday Park;132578883;Shelley;Western Australia;BUSSELTON;-33.65797;115.2807;Entire home/apt;113;2;26;2024-04-27;0.78;21;86;11;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1
5147;The Mains Guest House  3 Bedroom  Farm stay;221776801;Warren & Carly;Western Australia;CORRIGIN;-32.33156;117.89045;Entire home/apt;280;1;11;2024-06-10;0.37;3;207;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
5148;Casa de Pura Vida 1;308840211;Ian;Western Australia;ESPERANCE;-33.85464;121.87342;Entire home/apt;237;2;88;2024-06-03;2.83;2;110;22;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0
5149;2 Bedroom 2 Bathroom near beach  Free parking;112620423;Laura;Western Australia;STIRLING;-31.88932;115.76043;Entire home/apt;272;2;118;2024-05-23;3.48;13;36;34;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5150;Hip  Happening North Fremantle Apartment;37286819;WA Collective;Western Australia;FREMANTLE;-32.03755;115.75396;Entire home/apt;200;3;67;2024-03-25;1.93;8;294;16;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0
5151;10 Steps;235809812;Luxury Breaks;Western Australia;BUSSELTON;-33.64004;115.0261;Entire home/apt;754;1;11;2024-04-28;0.39;43;235;7;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1
5152;Endless Summer  Unit 8 at Cape View Resort;40750914;DownSouth;Western Australia;BUSSELTON;-33.65723;115.26867;Entire home/apt;347;2;17;2024-03-01;0.5;59;0;4;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
5153;Ocean Pearl  Unit 4 Cape View Resort;40750914;DownSouth;Western Australia;BUSSELTON;-33.65868;115.26821;Entire home/apt;340;2;12;2024-01-23;0.36;59;299;2;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0
5154;Self content apartment historical heart of FREO;418268030;NOMAD Csjay PTY LTD;Western Australia;FREMANTLE;-32.05579;115.74815;Entire home/apt;183;3;58;2024-06-11;1.69;1;296;13;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0
5155;BLISS RETREAT   so many stay options ;30767932;Jacqui;Western Australia;ESPERANCE;-33.82988;121.90304;Entire home/apt;401;3;49;2024-04-28;1.54;1;140;12;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1
5156;Chalet 2  Peaceful Bay Chalets;72093380;Burton Realty;Western Australia;DENMARK;-35.03605;116.92215;Entire home/apt;140;1;29;2024-04-07;0.87;16;341;6;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0
5157;Bright and Comfortable 3 Bedroom Home;418653999;Doug;Western Australia;BAYSWATER;-31.89057;115.91436;Entire home/apt;314;14;15;2024-04-15;0.45;1;145;2;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0
5158;Relaxing rural property 15 mins from Denmark;388104525;Jo;Western Australia;DENMARK;-34.90444;117.2412;Entire home/apt;693;4;1;2023-12-16;0.16;3;142;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1
5159;The Perfect Home to Relax  Walk to the Beach;418978316;Aaron;Western Australia;MANDURAH;-32.58244;115.65173;Entire home/apt;165;2;48;2024-06-17;1.41;1;291;14;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0
